h3_index,classification
8296b7fffffffff,land
823337fffffffff,ocean
82289ffffffffff,land
82c2effffffffff,land
8270f7fffffffff,ocean
82cdaffffffffff,ocean
8233affffffffff,ocean
827c17fffffffff,ocean
82374ffffffffff,ocean
828657fffffffff,ocean
823e77fffffffff,land
822227fffffffff,ocean
821627fffffffff,coast
8226e7fffffffff,land
82c0cffffffffff,ocean
828117fffffffff,coast
82d8affffffffff,ocean
82e637fffffffff,ocean
8294c7fffffffff,land
82c6affffffffff,ocean
82e537fffffffff,ocean
82d8e7fffffffff,ocean
82341ffffffffff,ocean
826757fffffffff,coast
82f15ffffffffff,land
82cb9ffffffffff,ocean
82632ffffffffff,ocean
828ba7fffffffff,land
820eaffffffffff,ocean
82255ffffffffff,land
821167fffffffff,coast
82adb7fffffffff,land
82c90ffffffffff,ocean
829d87fffffffff,ocean
827917fffffffff,ocean
82d80ffffffffff,ocean
827337fffffffff,ocean
82f16ffffffffff,land
8262cffffffffff,ocean
82498ffffffffff,land
82eb5ffffffffff,ocean
82b997fffffffff,land
823097fffffffff,land
82e767fffffffff,land
82995ffffffffff,ocean
82a56ffffffffff,ocean
82db27fffffffff,ocean
823c37fffffffff,land
829eeffffffffff,ocean
822f2ffffffffff,ocean
828e2ffffffffff,ocean
829447fffffffff,coast
82772ffffffffff,ocean
822a57fffffffff,ocean
822917fffffffff,coast
826477fffffffff,ocean
821557fffffffff,land
82cf4ffffffffff,ocean
82da87fffffffff,coast
8286dffffffffff,ocean
829af7fffffffff,ocean
823447fffffffff,coast
82889ffffffffff,ocean
82a847fffffffff,land
82ed77fffffffff,coast
82a19ffffffffff,ocean
829fb7fffffffff,ocean
82409ffffffffff,land
822997fffffffff,land
8280e7fffffffff,ocean
82cf0ffffffffff,ocean
8253affffffffff,coast
8250affffffffff,ocean
82824ffffffffff,ocean
82c85ffffffffff,ocean
828ecffffffffff,ocean
821267fffffffff,land
8236c7fffffffff,ocean
82b167fffffffff,ocean
82148ffffffffff,land
820767fffffffff,coast
825997fffffffff,land
82b967fffffffff,ocean
82440ffffffffff,ocean
8242cffffffffff,coast
82cea7fffffffff,coast
8282a7fffffffff,land
82cf87fffffffff,land
825427fffffffff,land
824c1ffffffffff,ocean
823ab7fffffffff,ocean
8290cffffffffff,ocean
82b9affffffffff,land
829247fffffffff,ocean
82a207fffffffff,coast
82000ffffffffff,ocean
82989ffffffffff,ocean
82b987fffffffff,land
82e347fffffffff,ocean
82ce67fffffffff,ocean
82311ffffffffff,land
82d44ffffffffff,coast
829537fffffffff,coast
82cb2ffffffffff,ocean
82ce0ffffffffff,ocean
828f9ffffffffff,ocean
829ef7fffffffff,ocean
823a67fffffffff,ocean
827847fffffffff,ocean
828897fffffffff,ocean
82beeffffffffff,land
820147fffffffff,ocean
829f67fffffffff,ocean
82eb1ffffffffff,ocean
821157fffffffff,coast
824e9ffffffffff,ocean
82eaf7fffffffff,coast
82e18ffffffffff,ocean
82a4b7fffffffff,ocean
82c857fffffffff,ocean
82cf47fffffffff,ocean
82489ffffffffff,land
829f37fffffffff,ocean
82a547fffffffff,ocean
82ce2ffffffffff,ocean
821e8ffffffffff,coast
82a077fffffffff,ocean
820a97fffffffff,land
8254effffffffff,coast
82481ffffffffff,land
82a86ffffffffff,land
828c07fffffffff,ocean
82eb07fffffffff,ocean
82be4ffffffffff,coast
824287fffffffff,ocean
82b607fffffffff,ocean
82a61ffffffffff,ocean
82269ffffffffff,land
825daffffffffff,ocean
82d687fffffffff,ocean
82e0dffffffffff,ocean
82314ffffffffff,coast
8207b7fffffffff,coast
82b067fffffffff,ocean
82bd27fffffffff,ocean
821d67fffffffff,ocean
8242d7fffffffff,coast
82856ffffffffff,ocean
82999ffffffffff,ocean
82282ffffffffff,ocean
82139ffffffffff,coast
82a937fffffffff,ocean
82c00ffffffffff,ocean
82baf7fffffffff,coast
82231ffffffffff,ocean
82aa2ffffffffff,ocean
828267fffffffff,ocean
82f18ffffffffff,land
82171ffffffffff,coast
82d497fffffffff,ocean
825827fffffffff,land
82f0e7fffffffff,land
82418ffffffffff,land
82ceb7fffffffff,land
824047fffffffff,land
821d37fffffffff,ocean
826c27fffffffff,ocean
825a57fffffffff,ocean
826977fffffffff,ocean
822507fffffffff,land
822f17fffffffff,ocean
8278effffffffff,ocean
820f67fffffffff,ocean
82636ffffffffff,ocean
822f47fffffffff,ocean
821077fffffffff,land
82e6a7fffffffff,ocean
825b8ffffffffff,ocean
822977fffffffff,ocean
822c17fffffffff,land
825f27fffffffff,land
8282effffffffff,ocean
82160ffffffffff,coast
82ee67fffffffff,coast
820477fffffffff,ocean
82c86ffffffffff,ocean
821197fffffffff,land
8298cffffffffff,ocean
82108ffffffffff,land
82902ffffffffff,ocean
8265a7fffffffff,coast
82be1ffffffffff,coast
82169ffffffffff,ocean
823f4ffffffffff,coast
825ea7fffffffff,ocean
823ba7fffffffff,ocean
82aa47fffffffff,ocean
820c5ffffffffff,coast
829847fffffffff,ocean
828827fffffffff,ocean
82f137fffffffff,land
82c217fffffffff,ocean
82896ffffffffff,ocean
824f47fffffffff,ocean
820f1ffffffffff,coast
824467fffffffff,coast
82e677fffffffff,ocean
822b67fffffffff,ocean
82110ffffffffff,coast
82692ffffffffff,ocean
825d5ffffffffff,ocean
82398ffffffffff,land
820e77fffffffff,land
82c467fffffffff,ocean
82e88ffffffffff,ocean
825d77fffffffff,ocean
82c4effffffffff,ocean
823faffffffffff,coast
82766ffffffffff,ocean
82e60ffffffffff,ocean
822177fffffffff,land
822e0ffffffffff,coast
829947fffffffff,ocean
82758ffffffffff,coast
820fb7fffffffff,coast
824697fffffffff,ocean
82ac17fffffffff,coast
82052ffffffffff,ocean
8204effffffffff,coast
82af67fffffffff,ocean
827adffffffffff,land
8212b7fffffffff,coast
825d8ffffffffff,ocean
82074ffffffffff,ocean
82d367fffffffff,ocean
82e8dffffffffff,ocean
822b6ffffffffff,ocean
82a2b7fffffffff,ocean
82e607fffffffff,ocean
82b6f7fffffffff,ocean
82a497fffffffff,ocean
82a907fffffffff,coast
82818ffffffffff,coast
82175ffffffffff,coast
829e47fffffffff,ocean
822277fffffffff,ocean
827d9ffffffffff,ocean
8278affffffffff,ocean
82b69ffffffffff,ocean
829897fffffffff,ocean
82a79ffffffffff,coast
82db9ffffffffff,ocean
82a487fffffffff,ocean
8292c7fffffffff,ocean
82b687fffffffff,ocean
823687fffffffff,ocean
82779ffffffffff,coast
822807fffffffff,coast
82561ffffffffff,ocean
82925ffffffffff,ocean
825587fffffffff,ocean
82526ffffffffff,land
823e4ffffffffff,coast
82d5affffffffff,ocean
82b517fffffffff,ocean
821bb7fffffffff,coast
82d22ffffffffff,ocean
82d3affffffffff,ocean
823d5ffffffffff,land
827997fffffffff,ocean
828adffffffffff,land
82975ffffffffff,land
82d6c7fffffffff,ocean
82969ffffffffff,land
82660ffffffffff,land
8255a7fffffffff,ocean
82c377fffffffff,land
822267fffffffff,coast
825ccffffffffff,ocean
82426ffffffffff,land
826da7fffffffff,ocean
82c54ffffffffff,ocean
82f3a7fffffffff,coast
82a007fffffffff,ocean
82af77fffffffff,ocean
82be67fffffffff,coast
82ef57fffffffff,ocean
8246effffffffff,ocean
822587fffffffff,land
823877fffffffff,coast
8258effffffffff,land
82935ffffffffff,ocean
821f27fffffffff,coast
82ee4ffffffffff,ocean
82155ffffffffff,land
82876ffffffffff,ocean
8249a7fffffffff,coast
82e8affffffffff,ocean
82ad0ffffffffff,ocean
82a31ffffffffff,coast
82bf6ffffffffff,coast
820cdffffffffff,coast
82a80ffffffffff,land
824757fffffffff,ocean
825c6ffffffffff,ocean
82c3affffffffff,ocean
825977fffffffff,land
8270a7fffffffff,ocean
8218b7fffffffff,ocean
82870ffffffffff,ocean
82c7a7fffffffff,ocean
82cb4ffffffffff,ocean
82b4e7fffffffff,ocean
82d0affffffffff,ocean
823b87fffffffff,ocean
8216c7fffffffff,ocean
821c37fffffffff,ocean
82494ffffffffff,ocean
82bbaffffffffff,ocean
82cd97fffffffff,ocean
824b4ffffffffff,ocean
8272b7fffffffff,coast
82822ffffffffff,ocean
8252affffffffff,coast
82b6cffffffffff,ocean
82d017fffffffff,ocean
82381ffffffffff,land
821177fffffffff,coast
827727fffffffff,ocean
821187fffffffff,land
82895ffffffffff,ocean
82d807fffffffff,ocean
821287fffffffff,coast
821a2ffffffffff,ocean
82c46ffffffffff,ocean
822aeffffffffff,ocean
82ad57fffffffff,ocean
82732ffffffffff,ocean
823cb7fffffffff,land
82ed4ffffffffff,coast
82974ffffffffff,land
829117fffffffff,ocean
824f07fffffffff,ocean
827f57fffffffff,ocean
829087fffffffff,ocean
821277fffffffff,land
824c27fffffffff,ocean
821807fffffffff,coast
824d5ffffffffff,ocean
824a0ffffffffff,ocean
82c0c7fffffffff,ocean
82ba4ffffffffff,ocean
82b26ffffffffff,land
82cc8ffffffffff,ocean
823aa7fffffffff,ocean
82cc87fffffffff,ocean
821877fffffffff,coast
820e0ffffffffff,coast
82c1affffffffff,ocean
82ba37fffffffff,coast
822aa7fffffffff,land
82800ffffffffff,coast
82ca57fffffffff,ocean
82c547fffffffff,ocean
827f0ffffffffff,ocean
8284c7fffffffff,ocean
824667fffffffff,ocean
8232a7fffffffff,ocean
827037fffffffff,ocean
