h3_index,classification
82064ffffffffff,ocean
82b4a7fffffffff,ocean
82388ffffffffff,land
82010ffffffffff,ocean
820837fffffffff,coast
82b017fffffffff,ocean
828177fffffffff,land
82e59ffffffffff,ocean
823b9ffffffffff,ocean
829627fffffffff,land
82af9ffffffffff,ocean
82f077fffffffff,land
82914ffffffffff,ocean
8292e7fffffffff,ocean
82cdb7fffffffff,ocean
821faffffffffff,land
829b4ffffffffff,coast
825c87fffffffff,ocean
82122ffffffffff,land
8278f7fffffffff,ocean
82846ffffffffff,ocean
8202effffffffff,coast
820937fffffffff,coast
82550ffffffffff,land
82c177fffffffff,ocean
82dd17fffffffff,ocean
82ed27fffffffff,ocean
82bce7fffffffff,coast
82d837fffffffff,ocean
82cedffffffffff,ocean
82cd2ffffffffff,ocean
82bd8ffffffffff,ocean
825e1ffffffffff,ocean
82352ffffffffff,ocean
82da37fffffffff,ocean
827aa7fffffffff,ocean
824237fffffffff,coast
826eb7fffffffff,ocean
8292cffffffffff,ocean
821ceffffffffff,ocean
82ef67fffffffff,coast
822cf7fffffffff,coast
8224effffffffff,land
820c8ffffffffff,ocean
82b35ffffffffff,land
82ae27fffffffff,ocean
8298c7fffffffff,ocean
82ed87fffffffff,ocean
82209ffffffffff,land
824417fffffffff,coast
823f67fffffffff,coast
821097fffffffff,land
820aeffffffffff,land
822557fffffffff,land
82ba97fffffffff,ocean
823817fffffffff,land
82be5ffffffffff,land
82b78ffffffffff,ocean
829587fffffffff,ocean
827f87fffffffff,coast
82390ffffffffff,land
824a57fffffffff,ocean
82c14ffffffffff,ocean
82df9ffffffffff,ocean
82152ffffffffff,land
82d697fffffffff,ocean
820b67fffffffff,coast
821927fffffffff,coast
824997fffffffff,coast
820c97fffffffff,coast
82cf57fffffffff,ocean
82156ffffffffff,land
82eadffffffffff,coast
820207fffffffff,coast
82dd9ffffffffff,ocean
82b177fffffffff,ocean
82631ffffffffff,ocean
827777fffffffff,coast
825237fffffffff,coast
82a627fffffffff,coast
82d267fffffffff,ocean
829a47fffffffff,coast
82cd87fffffffff,ocean
82b19ffffffffff,ocean
821447fffffffff,coast
820727fffffffff,ocean
826997fffffffff,coast
82932ffffffffff,ocean
825887fffffffff,coast
829baffffffffff,ocean
82c94ffffffffff,ocean
827ceffffffffff,ocean
829e1ffffffffff,coast
82e547fffffffff,land
82ce07fffffffff,ocean
825847fffffffff,land
82555ffffffffff,land
822377fffffffff,ocean
82dc67fffffffff,ocean
82538ffffffffff,coast
82cac7fffffffff,ocean
8270c7fffffffff,ocean
82c69ffffffffff,ocean
828cc7fffffffff,coast
827a67fffffffff,land
82dab7fffffffff,coast
825e47fffffffff,coast
826e27fffffffff,ocean
82499ffffffffff,coast
82b66ffffffffff,ocean
8224cffffffffff,land
824a6ffffffffff,ocean
82cc17fffffffff,ocean
82cccffffffffff,ocean
820c1ffffffffff,coast
82e05ffffffffff,ocean
826d47fffffffff,ocean
8271b7fffffffff,coast
82af87fffffffff,ocean
82d0cffffffffff,ocean
82dd87fffffffff,ocean
827d2ffffffffff,ocean
82a8a7fffffffff,coast
82dadffffffffff,ocean
82629ffffffffff,ocean
82e4f7fffffffff,ocean
82df0ffffffffff,ocean
82dc9ffffffffff,ocean
82166ffffffffff,coast
826047fffffffff,ocean
82f217fffffffff,coast
829267fffffffff,ocean
820bb7fffffffff,land
824617fffffffff,ocean
82c3b7fffffffff,ocean
826a0ffffffffff,land
82d0dffffffffff,ocean
8224a7fffffffff,land
82c357fffffffff,coast
828027fffffffff,land
82baaffffffffff,ocean
82ca1ffffffffff,ocean
824147fffffffff,coast
82021ffffffffff,coast
825e37fffffffff,ocean
829027fffffffff,ocean
821eb7fffffffff,coast
82e8d7fffffffff,ocean
82e307fffffffff,ocean
8268f7fffffffff,coast
827827fffffffff,ocean
82e96ffffffffff,ocean
825faffffffffff,ocean
821327fffffffff,coast
820747fffffffff,coast
82571ffffffffff,ocean
826c47fffffffff,ocean
82dca7fffffffff,ocean
82e227fffffffff,ocean
827b87fffffffff,ocean
82f02ffffffffff,land
82916ffffffffff,ocean
82bb37fffffffff,coast
828f37fffffffff,ocean
820b1ffffffffff,land
828ae7fffffffff,land
822cdffffffffff,land
82385ffffffffff,land
82f387fffffffff,coast
825eb7fffffffff,ocean
82d907fffffffff,ocean
824f8ffffffffff,ocean
822ecffffffffff,land
82834ffffffffff,ocean
8238cffffffffff,land
82cf9ffffffffff,coast
82034ffffffffff,coast
82b237fffffffff,ocean
82971ffffffffff,land
82150ffffffffff,land
822e67fffffffff,coast
825ecffffffffff,ocean
82396ffffffffff,coast
827787fffffffff,ocean
8286a7fffffffff,ocean
826677fffffffff,land
82bcaffffffffff,ocean
823a1ffffffffff,ocean
823b6ffffffffff,ocean
822987fffffffff,land
823527fffffffff,ocean
822f07fffffffff,ocean
8247affffffffff,ocean
82e177fffffffff,coast
82a35ffffffffff,ocean
828da7fffffffff,coast
820887fffffffff,coast
829c6ffffffffff,land
824ec7fffffffff,ocean
828547fffffffff,ocean
829a4ffffffffff,ocean
8280c7fffffffff,ocean
82f38ffffffffff,coast
82bd9ffffffffff,ocean
826937fffffffff,coast
829667fffffffff,land
82115ffffffffff,coast
82602ffffffffff,ocean
822d97fffffffff,land
8274b7fffffffff,ocean
82d747fffffffff,ocean
82dfa7fffffffff,ocean
8276cffffffffff,ocean
82830ffffffffff,ocean
82252ffffffffff,land
824187fffffffff,land
828087fffffffff,ocean
82ec17fffffffff,coast
8241affffffffff,land
829c5ffffffffff,coast
82c80ffffffffff,ocean
826f37fffffffff,ocean
820ceffffffffff,coast
82e9b7fffffffff,coast
823587fffffffff,ocean
82266ffffffffff,land
82618ffffffffff,coast
82476ffffffffff,ocean
82d107fffffffff,ocean
827247fffffffff,ocean
8220cffffffffff,land
827a5ffffffffff,land
827fb7fffffffff,ocean
822f27fffffffff,ocean
823757fffffffff,ocean
820717fffffffff,ocean
82de5ffffffffff,ocean
820c77fffffffff,coast
824aaffffffffff,ocean
8282cffffffffff,ocean
82ae8ffffffffff,ocean
8248e7fffffffff,land
82601ffffffffff,coast
820e8ffffffffff,coast
822437fffffffff,land
82b22ffffffffff,land
8286affffffffff,ocean
8280d7fffffffff,ocean
82e1b7fffffffff,ocean
827667fffffffff,ocean
82088ffffffffff,coast
82ef07fffffffff,coast
828f47fffffffff,land
825e2ffffffffff,ocean
824f57fffffffff,ocean
8292a7fffffffff,ocean
82c4e7fffffffff,ocean
82431ffffffffff,coast
827627fffffffff,ocean
825d6ffffffffff,ocean
8298f7fffffffff,ocean
829b27fffffffff,ocean
82d787fffffffff,ocean
820647fffffffff,ocean
82820ffffffffff,ocean
82860ffffffffff,ocean
824fb7fffffffff,ocean
82e3a7fffffffff,ocean
82d76ffffffffff,ocean
82cb27fffffffff,ocean
827077fffffffff,ocean
82a4dffffffffff,ocean
82a277fffffffff,ocean
8276a7fffffffff,coast
82a46ffffffffff,ocean
82368ffffffffff,ocean
82de17fffffffff,ocean
82d4e7fffffffff,ocean
82d2dffffffffff,ocean
822c37fffffffff,land
822ed7fffffffff,coast
8256b7fffffffff,ocean
827487fffffffff,ocean
822f4ffffffffff,ocean
822937fffffffff,ocean
824daffffffffff,ocean
82c8f7fffffffff,ocean
82214ffffffffff,land
829a9ffffffffff,ocean
82ea17fffffffff,ocean
82c0d7fffffffff,ocean
823ec7fffffffff,land
827edffffffffff,ocean
8240dffffffffff,land
82ba87fffffffff,ocean
82b937fffffffff,coast
825777fffffffff,ocean
822f6ffffffffff,ocean
82ed67fffffffff,coast
82b76ffffffffff,ocean
82d21ffffffffff,ocean
82d487fffffffff,ocean
82232ffffffffff,ocean
821b97fffffffff,coast
82dad7fffffffff,ocean
82e977fffffffff,ocean
82a24ffffffffff,ocean
82a48ffffffffff,ocean
82519ffffffffff,ocean
823327fffffffff,ocean
82ab37fffffffff,ocean
82ad4ffffffffff,ocean
821d8ffffffffff,ocean
82cca7fffffffff,ocean
82bb4ffffffffff,ocean
82e69ffffffffff,ocean
82cf07fffffffff,ocean
822fb7fffffffff,ocean
82072ffffffffff,ocean
8276b7fffffffff,coast
828cdffffffffff,coast
823a6ffffffffff,ocean
82666ffffffffff,land
82b807fffffffff,land
823a17fffffffff,ocean
829e6ffffffffff,ocean
821a27fffffffff,ocean
82770ffffffffff,coast
82dd4ffffffffff,ocean
82b617fffffffff,ocean
82b12ffffffffff,ocean
82e007fffffffff,ocean
82b70ffffffffff,ocean
824f77fffffffff,ocean
826d97fffffffff,ocean
82cf2ffffffffff,ocean
820057fffffffff,ocean
826067fffffffff,ocean
8250a7fffffffff,ocean
8270dffffffffff,ocean
82bc4ffffffffff,coast
824f1ffffffffff,ocean
821797fffffffff,ocean
82b247fffffffff,land
82e147fffffffff,coast
827ea7fffffffff,ocean
826547fffffffff,ocean
82296ffffffffff,ocean
822297fffffffff,ocean
82120ffffffffff,land
822d17fffffffff,land
826c77fffffffff,ocean
822ad7fffffffff,coast
82e19ffffffffff,ocean
82cecffffffffff,ocean
825a5ffffffffff,ocean
825c67fffffffff,ocean
82ecd7fffffffff,coast
82768ffffffffff,coast
82d627fffffffff,ocean
827c47fffffffff,ocean
823cf7fffffffff,coast
82581ffffffffff,land
823207fffffffff,ocean
82331ffffffffff,ocean
82410ffffffffff,coast
82872ffffffffff,ocean
82a6effffffffff,ocean
827a1ffffffffff,coast
821e37fffffffff,land
82ed9ffffffffff,ocean
82a8d7fffffffff,land
825f17fffffffff,coast
827a8ffffffffff,land
82a92ffffffffff,coast
826357fffffffff,ocean
824ceffffffffff,coast
826cdffffffffff,ocean
82320ffffffffff,ocean
82d4c7fffffffff,ocean
82b04ffffffffff,ocean
82691ffffffffff,ocean
82f157fffffffff,land
828837fffffffff,ocean
829337fffffffff,ocean
82164ffffffffff,coast
82915ffffffffff,ocean
82a0e7fffffffff,ocean
820a77fffffffff,land
825077fffffffff,ocean
82898ffffffffff,ocean
82de07fffffffff,ocean
827d17fffffffff,ocean
820d07fffffffff,coast
82b857fffffffff,land
822f77fffffffff,ocean
824faffffffffff,ocean
820b47fffffffff,coast
827b0ffffffffff,ocean
8239a7fffffffff,ocean
82b317fffffffff,ocean
827ad7fffffffff,land
82450ffffffffff,coast
829387fffffffff,ocean
822247fffffffff,coast
829ec7fffffffff,coast
825b9ffffffffff,coast
829837fffffffff,ocean
82cd77fffffffff,ocean
82d74ffffffffff,ocean
822037fffffffff,land
82afaffffffffff,ocean
823407fffffffff,ocean
8250dffffffffff,ocean
820947fffffffff,ocean
82901ffffffffff,ocean
822707fffffffff,land
82111ffffffffff,land
82a14ffffffffff,ocean
826147fffffffff,ocean
82a687fffffffff,ocean
8280affffffffff,ocean
82d117fffffffff,ocean
82699ffffffffff,coast
82d187fffffffff,ocean
82be57fffffffff,land
828317fffffffff,coast
82f22ffffffffff,coast
8200a7fffffffff,coast
82e0cffffffffff,ocean
82c717fffffffff,ocean
828c6ffffffffff,ocean
82c8e7fffffffff,ocean
829647fffffffff,land
825d07fffffffff,ocean
82d41ffffffffff,ocean
82e8b7fffffffff,coast
82ea37fffffffff,ocean
825417fffffffff,coast
8292f7fffffffff,ocean
821067fffffffff,coast
824a37fffffffff,ocean
825347fffffffff,coast
82934ffffffffff,ocean
82711ffffffffff,ocean
82c037fffffffff,ocean
821a9ffffffffff,ocean
824117fffffffff,coast
82ad67fffffffff,ocean
82565ffffffffff,ocean
826947fffffffff,coast
82b36ffffffffff,land
829ce7fffffffff,coast
8252dffffffffff,coast
82e2dffffffffff,ocean
822d4ffffffffff,land
829017fffffffff,ocean
82218ffffffffff,land
820037fffffffff,ocean
824e2ffffffffff,ocean
82a16ffffffffff,ocean
826187fffffffff,ocean
82f25ffffffffff,coast
828e37fffffffff,ocean
82254ffffffffff,land
825277fffffffff,land
82639ffffffffff,ocean
828b9ffffffffff,land
821ecffffffffff,coast
821af7fffffffff,ocean
82702ffffffffff,ocean
82892ffffffffff,ocean
822d1ffffffffff,coast
82ace7fffffffff,ocean
82379ffffffffff,ocean
826a27fffffffff,land
824097fffffffff,land
82b4c7fffffffff,ocean
82001ffffffffff,coast
82c34ffffffffff,land
821997fffffffff,ocean
823237fffffffff,ocean
82159ffffffffff,land
82bb1ffffffffff,coast
824557fffffffff,coast
8233b7fffffffff,ocean
82af1ffffffffff,ocean
820ef7fffffffff,coast
82361ffffffffff,ocean
8201a7fffffffff,ocean
820e07fffffffff,coast
82162ffffffffff,ocean
82aef7fffffffff,ocean
82765ffffffffff,ocean
82ad27fffffffff,ocean
82c207fffffffff,coast
82e02ffffffffff,ocean
825cc7fffffffff,ocean
829e0ffffffffff,ocean
823287fffffffff,ocean
821347fffffffff,land
82c237fffffffff,ocean
82756ffffffffff,ocean
82be9ffffffffff,ocean
821087fffffffff,land
824f87fffffffff,ocean
82658ffffffffff,coast
823e87fffffffff,land
82b147fffffffff,ocean
82461ffffffffff,ocean
828bb7fffffffff,land
824527fffffffff,coast
82ec6ffffffffff,land
82df4ffffffffff,coast
8216affffffffff,ocean
82d10ffffffffff,ocean
822597fffffffff,land
829467fffffffff,coast
823c87fffffffff,land
82ef8ffffffffff,land
824317fffffffff,coast
82958ffffffffff,ocean
82e22ffffffffff,ocean
824797fffffffff,coast
820e4ffffffffff,coast
82515ffffffffff,ocean
82aaf7fffffffff,ocean
829aeffffffffff,ocean
82e2c7fffffffff,ocean
822ae7fffffffff,ocean
8204d7fffffffff,land
828567fffffffff,ocean
8280dffffffffff,ocean
825a07fffffffff,ocean
827387fffffffff,coast
821d5ffffffffff,ocean
82ecf7fffffffff,land
82b34ffffffffff,land
826c5ffffffffff,coast
82d51ffffffffff,ocean
827967fffffffff,ocean
8252c7fffffffff,coast
82e527fffffffff,ocean
828c8ffffffffff,coast
82142ffffffffff,land
828667fffffffff,ocean
821597fffffffff,land
82e11ffffffffff,ocean
824357fffffffff,land
82422ffffffffff,land
82191ffffffffff,ocean
828a17fffffffff,land
82d1affffffffff,ocean
826db7fffffffff,ocean
820ae7fffffffff,land
82acc7fffffffff,ocean
82c147fffffffff,ocean
82c877fffffffff,ocean
826d4ffffffffff,ocean
822caffffffffff,land
82a857fffffffff,land
8262a7fffffffff,ocean
82f367fffffffff,ocean
82e4dffffffffff,ocean
825787fffffffff,ocean
8207affffffffff,coast
82cab7fffffffff,ocean
82e54ffffffffff,land
823707fffffffff,ocean
828db7fffffffff,coast
826d2ffffffffff,coast
824f5ffffffffff,ocean
821a87fffffffff,ocean
827207fffffffff,ocean
828d17fffffffff,ocean
8250b7fffffffff,ocean
8222affffffffff,ocean
82eccffffffffff,land
82ca6ffffffffff,ocean
824d97fffffffff,ocean
82978ffffffffff,land
828677fffffffff,ocean
82172ffffffffff,land
826ee7fffffffff,ocean
827d1ffffffffff,ocean
82c68ffffffffff,ocean
82151ffffffffff,land
82a4affffffffff,ocean
82a297fffffffff,ocean
82ad47fffffffff,ocean
827cd7fffffffff,ocean
82b8a7fffffffff,land
829167fffffffff,ocean
82f28ffffffffff,land
829daffffffffff,ocean
823d87fffffffff,land
82f167fffffffff,land
82bbb7fffffffff,ocean
828127fffffffff,land
822307fffffffff,ocean
8224e7fffffffff,land
82075ffffffffff,coast
827bb7fffffffff,ocean
82e2e7fffffffff,ocean
825c5ffffffffff,ocean
82dd57fffffffff,ocean
82a167fffffffff,ocean
82838ffffffffff,land
821027fffffffff,land
828167fffffffff,land
82acaffffffffff,coast
8203a7fffffffff,ocean
824a27fffffffff,coast
82671ffffffffff,ocean
82888ffffffffff,ocean
82daaffffffffff,coast
820eeffffffffff,coast
8226c7fffffffff,land
825307fffffffff,land
820ad7fffffffff,land
824ab7fffffffff,ocean
82a01ffffffffff,ocean
82a507fffffffff,ocean
822a9ffffffffff,land
82536ffffffffff,coast
82b457fffffffff,ocean
8258b7fffffffff,land
821cb7fffffffff,ocean
82dd1ffffffffff,ocean
82c1a7fffffffff,ocean
82899ffffffffff,ocean
82220ffffffffff,ocean
825aaffffffffff,ocean
828a47fffffffff,land
8276dffffffffff,ocean
824827fffffffff,coast
821f4ffffffffff,land
828b87fffffffff,land
825877fffffffff,land
82d4f7fffffffff,ocean
829acffffffffff,ocean
82eef7fffffffff,ocean
82544ffffffffff,land
820337fffffffff,ocean
82376ffffffffff,ocean
82e997fffffffff,coast
829347fffffffff,ocean
82accffffffffff,ocean
82459ffffffffff,coast
827acffffffffff,land
82e5affffffffff,ocean
8238d7fffffffff,land
82858ffffffffff,ocean
822ba7fffffffff,coast
829b37fffffffff,ocean
82981ffffffffff,ocean
82ba6ffffffffff,ocean
826e1ffffffffff,ocean
8277affffffffff,ocean
829f4ffffffffff,ocean
82ad9ffffffffff,land
824397fffffffff,land
820507fffffffff,coast
8214f7fffffffff,land
821ca7fffffffff,ocean
826307fffffffff,ocean
82600ffffffffff,ocean
8280b7fffffffff,ocean
821a47fffffffff,ocean
825b4ffffffffff,ocean
825807fffffffff,land
821a8ffffffffff,ocean
822f8ffffffffff,ocean
82e84ffffffffff,ocean
829207fffffffff,ocean
82d577fffffffff,ocean
823ceffffffffff,land
82b56ffffffffff,ocean
82a15ffffffffff,ocean
82488ffffffffff,land
8234affffffffff,ocean
827907fffffffff,ocean
826e67fffffffff,ocean
8230cffffffffff,coast
828247fffffffff,ocean
8206cffffffffff,coast
828af7fffffffff,land
82d967fffffffff,ocean
825d57fffffffff,ocean
8206b7fffffffff,land
828aeffffffffff,land
82511ffffffffff,ocean
823277fffffffff,ocean
82ea2ffffffffff,ocean
82e927fffffffff,ocean
829727fffffffff,coast
829ba7fffffffff,ocean
8253b7fffffffff,land
824367fffffffff,land
8202d7fffffffff,coast
821b37fffffffff,coast
823657fffffffff,ocean
828edffffffffff,ocean
827aeffffffffff,land
82279ffffffffff,land
82131ffffffffff,land
8213b7fffffffff,land
82b027fffffffff,ocean
82b6a7fffffffff,ocean
824e87fffffffff,ocean
82a157fffffffff,ocean
8230f7fffffffff,ocean
82a6d7fffffffff,ocean
82be2ffffffffff,coast
82081ffffffffff,land
82c0b7fffffffff,ocean
829b17fffffffff,ocean
826767fffffffff,ocean
828217fffffffff,coast
829367fffffffff,ocean
82aa9ffffffffff,ocean
821d07fffffffff,ocean
826a5ffffffffff,land
82724ffffffffff,ocean
8286b7fffffffff,ocean
82b477fffffffff,ocean
828007fffffffff,coast
823b57fffffffff,ocean
822ab7fffffffff,land
82584ffffffffff,land
828e07fffffffff,ocean
82272ffffffffff,land
8228affffffffff,land
8241b7fffffffff,coast
822ec7fffffffff,coast
8262affffffffff,ocean
8232d7fffffffff,ocean
8210effffffffff,land
828f27fffffffff,coast
82a757fffffffff,ocean
826f6ffffffffff,ocean
82d7affffffffff,ocean
827117fffffffff,ocean
82b10ffffffffff,ocean
82ca17fffffffff,ocean
824af7fffffffff,ocean
82bda7fffffffff,ocean
82aaa7fffffffff,ocean
82469ffffffffff,ocean
823fa7fffffffff,coast
82b107fffffffff,ocean
8227b7fffffffff,land
82539ffffffffff,land
824d07fffffffff,ocean
82a38ffffffffff,coast
822f5ffffffffff,coast
82e4a7fffffffff,ocean
82abaffffffffff,ocean
828687fffffffff,ocean
82ef2ffffffffff,coast
82e817fffffffff,ocean
82e627fffffffff,ocean
826c0ffffffffff,ocean
829397fffffffff,ocean
82a94ffffffffff,land
829cdffffffffff,coast
827b2ffffffffff,ocean
82a637fffffffff,coast
82092ffffffffff,ocean
82aecffffffffff,ocean
828f57fffffffff,coast
82ec2ffffffffff,land
820d5ffffffffff,land
822c1ffffffffff,coast
82759ffffffffff,ocean
82186ffffffffff,coast
824d57fffffffff,ocean
82e877fffffffff,ocean
82e577fffffffff,coast
82e647fffffffff,ocean
822487fffffffff,land
828cb7fffffffff,coast
829417fffffffff,ocean
82670ffffffffff,ocean
82cda7fffffffff,ocean
8208d7fffffffff,coast
822a17fffffffff,coast
82ef97fffffffff,land
827daffffffffff,ocean
82eee7fffffffff,ocean
826287fffffffff,ocean
82100ffffffffff,land
82df67fffffffff,coast
828ad7fffffffff,land
8230dffffffffff,coast
826b07fffffffff,land
82248ffffffffff,land
827c77fffffffff,ocean
828067fffffffff,coast
826e07fffffffff,ocean
82239ffffffffff,ocean
823747fffffffff,ocean
820257fffffffff,coast
82071ffffffffff,coast
82c4d7fffffffff,ocean
822f0ffffffffff,ocean
824777fffffffff,ocean
82101ffffffffff,land
82bca7fffffffff,ocean
828287fffffffff,land
826317fffffffff,ocean
824437fffffffff,coast
824f97fffffffff,ocean
82c4dffffffffff,ocean
82bd5ffffffffff,ocean
82894ffffffffff,ocean
822017fffffffff,land
82bc5ffffffffff,land
826647fffffffff,land
8270e7fffffffff,ocean
82cd6ffffffffff,ocean
82e6affffffffff,ocean
820da7fffffffff,coast
8206e7fffffffff,coast
8227affffffffff,land
829cd7fffffffff,coast
82a99ffffffffff,ocean
828b0ffffffffff,land
8218effffffffff,ocean
828c97fffffffff,coast
8211a7fffffffff,land
82c84ffffffffff,ocean
822627fffffffff,land
82d917fffffffff,ocean
827b17fffffffff,ocean
828a4ffffffffff,land
827637fffffffff,ocean
82b137fffffffff,ocean
82e48ffffffffff,ocean
82788ffffffffff,ocean
823417fffffffff,ocean
82c66ffffffffff,ocean
82a68ffffffffff,ocean
82a3affffffffff,coast
8267affffffffff,ocean
822107fffffffff,land
82b447fffffffff,ocean
825a77fffffffff,ocean
82c16ffffffffff,ocean
82f2dffffffffff,coast
82f027fffffffff,land
8234f7fffffffff,ocean
82674ffffffffff,coast
821baffffffffff,ocean
824627fffffffff,ocean
825067fffffffff,ocean
828c9ffffffffff,ocean
823177fffffffff,land
82b207fffffffff,coast
82039ffffffffff,ocean
820527fffffffff,coast
82802ffffffffff,land
82f30ffffffffff,ocean
82a71ffffffffff,coast
8206d7fffffffff,coast
82e897fffffffff,coast
8290a7fffffffff,ocean
82a32ffffffffff,coast
826987fffffffff,ocean
82f3b7fffffffff,coast
823c77fffffffff,land
82342ffffffffff,ocean
82c487fffffffff,ocean
823767fffffffff,ocean
82668ffffffffff,ocean
82941ffffffffff,coast
827ab7fffffffff,ocean
82daf7fffffffff,ocean
82c61ffffffffff,ocean
823547fffffffff,ocean
820b2ffffffffff,land
82ce17fffffffff,coast
82844ffffffffff,ocean
82da57fffffffff,ocean
82a307fffffffff,coast
828e5ffffffffff,ocean
823ee7fffffffff,land
82d087fffffffff,ocean
826867fffffffff,coast
822baffffffffff,coast
82eceffffffffff,land
82ecc7fffffffff,land
823257fffffffff,ocean
826237fffffffff,ocean
82c447fffffffff,ocean
82c417fffffffff,ocean
829c17fffffffff,ocean
82f247fffffffff,coast
82f087fffffffff,land
826d1ffffffffff,ocean
82e08ffffffffff,ocean
82948ffffffffff,land
82dda7fffffffff,ocean
8260b7fffffffff,land
82754ffffffffff,ocean
82a587fffffffff,ocean
825d37fffffffff,ocean
82a59ffffffffff,ocean
820f4ffffffffff,coast
8224f7fffffffff,land
825317fffffffff,coast
82be27fffffffff,ocean
825b2ffffffffff,ocean
829f77fffffffff,ocean
8276f7fffffffff,ocean
828f5ffffffffff,coast
821707fffffffff,coast
82879ffffffffff,ocean
82b267fffffffff,land
82bdb7fffffffff,ocean
8244f7fffffffff,coast
822857fffffffff,ocean
826b57fffffffff,land
82e89ffffffffff,coast
829d57fffffffff,land
82708ffffffffff,ocean
822e5ffffffffff,ocean
821c9ffffffffff,ocean
82448ffffffffff,ocean
822407fffffffff,land
82be37fffffffff,ocean
82132ffffffffff,coast
82e76ffffffffff,land
82cc5ffffffffff,ocean
828277fffffffff,ocean
821567fffffffff,land
826a2ffffffffff,land
82bb6ffffffffff,ocean
82a367fffffffff,ocean
822e6ffffffffff,coast
82ce4ffffffffff,ocean
8298a7fffffffff,ocean
82df47fffffffff,coast
82ed07fffffffff,ocean
826367fffffffff,ocean
823c0ffffffffff,land
82960ffffffffff,land
82ec9ffffffffff,ocean
82319ffffffffff,land
82eeaffffffffff,ocean
82e6f7fffffffff,ocean
825bb7fffffffff,ocean
82736ffffffffff,ocean
82669ffffffffff,ocean
82ad2ffffffffff,ocean
828037fffffffff,land
827b97fffffffff,ocean
82e5b7fffffffff,ocean
823347fffffffff,ocean
82e4e7fffffffff,ocean
82ac97fffffffff,land
82de6ffffffffff,ocean
825527fffffffff,land
82b427fffffffff,ocean
82c797fffffffff,ocean
827a27fffffffff,ocean
82f267fffffffff,coast
826497fffffffff,land
82c577fffffffff,ocean
82ba57fffffffff,ocean
825ab7fffffffff,coast
82db17fffffffff,coast
82d377fffffffff,ocean
82635ffffffffff,ocean
825027fffffffff,ocean
82c597fffffffff,ocean
825187fffffffff,ocean
82bd47fffffffff,ocean
82dbb7fffffffff,ocean
822357fffffffff,ocean
8298dffffffffff,ocean
824ad7fffffffff,ocean
82288ffffffffff,land
829f17fffffffff,ocean
825c77fffffffff,ocean
8242dffffffffff,coast
8214d7fffffffff,land
82e917fffffffff,ocean
821367fffffffff,coast
82c887fffffffff,ocean
8251b7fffffffff,ocean
8234d7fffffffff,ocean
82e077fffffffff,ocean
829c37fffffffff,ocean
82e1affffffffff,ocean
82b777fffffffff,ocean
821ac7fffffffff,ocean
820657fffffffff,coast
82260ffffffffff,land
821f8ffffffffff,land
82e2a7fffffffff,ocean
8286effffffffff,ocean
829b8ffffffffff,ocean
82d467fffffffff,ocean
82b5b7fffffffff,ocean
8204c7fffffffff,coast
821f5ffffffffff,land
8246d7fffffffff,ocean
826f5ffffffffff,ocean
829b0ffffffffff,ocean
82b667fffffffff,ocean
8205b7fffffffff,land
82db67fffffffff,ocean
82a1a7fffffffff,ocean
82d387fffffffff,ocean
82785ffffffffff,ocean
829637fffffffff,land
828137fffffffff,coast
82e9affffffffff,ocean
825a9ffffffffff,ocean
8280f7fffffffff,ocean
822b4ffffffffff,ocean
829c07fffffffff,coast
82679ffffffffff,coast
8206c7fffffffff,coast
82c017fffffffff,ocean
823187fffffffff,land
82a8b7fffffffff,coast
827db7fffffffff,ocean
828a57fffffffff,land
8215affffffffff,land
823a2ffffffffff,ocean
82c077fffffffff,ocean
821d27fffffffff,coast
82c88ffffffffff,ocean
829f9ffffffffff,ocean
82d6b7fffffffff,ocean
823127fffffffff,land
8230d7fffffffff,coast
823b67fffffffff,ocean
82a55ffffffffff,ocean
82c78ffffffffff,ocean
824a47fffffffff,ocean
8214a7fffffffff,land
82ed6ffffffffff,coast
828b07fffffffff,land
828057fffffffff,coast
82bf27fffffffff,ocean
82a257fffffffff,coast
82886ffffffffff,ocean
8261a7fffffffff,ocean
8236d7fffffffff,ocean
8219b7fffffffff,ocean
820b37fffffffff,land
822e57fffffffff,ocean
821977fffffffff,coast
82c937fffffffff,ocean
826587fffffffff,coast
82cb47fffffffff,ocean
8246e7fffffffff,ocean
8212effffffffff,land
82cd9ffffffffff,ocean
82cce7fffffffff,ocean
821357fffffffff,land
825447fffffffff,land
8210f7fffffffff,land
8212d7fffffffff,land
8278e7fffffffff,ocean
822647fffffffff,land
8238effffffffff,land
826637fffffffff,coast
82c567fffffffff,ocean
8294cffffffffff,land
828f2ffffffffff,coast
824d87fffffffff,ocean
82da27fffffffff,ocean
82be87fffffffff,ocean
8202b7fffffffff,ocean
82b4dffffffffff,ocean
826c37fffffffff,ocean
82e2b7fffffffff,ocean
82c04ffffffffff,ocean
825367fffffffff,coast
8243b7fffffffff,land
828d87fffffffff,coast
82862ffffffffff,ocean
824aeffffffffff,ocean
8217a7fffffffff,ocean
82655ffffffffff,ocean
825037fffffffff,ocean
82dc4ffffffffff,ocean
823c47fffffffff,land
82a797fffffffff,land
829faffffffffff,ocean
8218f7fffffffff,ocean
8204affffffffff,land
82ac2ffffffffff,ocean
8202f7fffffffff,coast
8266b7fffffffff,coast
82caf7fffffffff,ocean
820167fffffffff,ocean
82749ffffffffff,ocean
8281a7fffffffff,coast
822faffffffffff,ocean
